datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk
2022-09-06T10:00:00,16.9,16.9,7.9,55.66,0,0,,0,0,37.4,17.6,83,1021.5,93.3,24.1,320,1.2,3,10
2022-09-06T11:00:00,18.1,18.1,8.9,55.01,0,0,,0,0,37.8,16.1,92,1021.4,100,24.1,429,1.5,4,10
2022-09-06T12:00:00,19.2,19.2,9.4,53.19,0,0,,0,0,40,17.6,84,1020.7,100,50,320,1.2,3,10
2022-09-06T13:00:00,20,20,9.7,51.25,0,0,,0,0,39.6,21,97,1020.3,100,50,497,1.8,5,10
2022-09-06T14:00:00,20.7,20.7,9.5,48.87,0,0,,0,0,39.2,22.7,90,1020,100,44.9,304,1.1,3,10
2022-09-06T15:00:00,22,22,10.2,47.18,0,0,,0,0,40,18,103,1019.5,100,44.5,313,1.1,3,10
2022-09-06T16:00:00,22.3,22.3,10.4,46.76,0,0,,0,0,39.6,18.8,96,1019,99.4,40.4,306,1.1,3,10
2022-09-06T17:00:00,22.2,22.2,10.6,47.91,0,0,,0,0,34.6,17.5,120,1018.9,95,40,381,1.4,4,10
2022-09-06T18:00:00,21.7,21.7,10.6,49.32,0,0,,0,0,31.7,14.4,100,1018.5,94.9,45,88,0.3,1,10
2022-09-06T19:00:00,21.2,21.2,10.3,49.93,0,0,,0,0,31.7,14,102,1018.3,72,45,25,0.1,0,10
2022-09-06T20:00:00,20.3,20.3,9.7,50.59,0,0,,0,0,31,13.2,94,1018.1,89.7,45,10,0,0,10
2022-09-06T21:00:00,19.6,19.6,9.3,51.38,0,0,,0,0,28.8,11.1,100,1018.3,71.8,50,0,,0,10
2022-09-06T22:00:00,18.6,18.6,8.8,52.75,0,0,,0,0,24.1,11.5,93,1018.2,76.4,50,0,,0,10
2022-09-06T23:00:00,18.3,18.3,8.7,53.44,0,0,,0,0,21.2,11.1,99,1017.9,68.7,50,0,,0,10
2022-09-07T00:00:00,18.1,18.1,8.3,52.7,0,0,,0,0,21.2,14.6,105,1017.5,65.5,45,0,,0,10
2022-09-07T01:00:00,17.8,17.8,7.8,51.85,0,0,,0,0,20.2,14.9,106,1017,30.6,45,0,,0,10
2022-09-07T02:00:00,17.1,17.1,7.5,53.18,0,0,,0,0,20.5,10.8,106,1017,40.9,45,0,,0,10
2022-09-07T03:00:00,15.5,15.5,7.2,57.77,0,0,,0,0,22,10.7,90,1016.6,17.6,45,0,,0,10
2022-09-07T04:00:00,14.9,14.9,7.2,59.94,0,0,,0,0,22.7,12.9,81,1016.3,29.1,45,0,,0,10
2022-09-07T05:00:00,14.3,14.3,7.2,62.57,0,0,,0,0,21.6,11.9,80,1016.2,11.7,44.2,0,,0,10
2022-09-07T06:00:00,13.8,13.8,7.3,64.84,0,0,,0,0,22,13.1,80,1015.9,13,45,0,,0,10
2022-09-07T07:00:00,13.7,13.7,7.6,66.37,0,0,,0,0,21.6,10.7,100,1015.7,46.9,50,28,0.1,0,10
2022-09-07T08:00:00,14.7,14.7,8.2,64.81,0,0,,0,0,24.5,12.4,99,1015.5,100,50,158,0.6,2,10
2022-09-07T09:00:00,16.2,16.2,8.9,62.17,0,0,,0,0,25.2,12.8,109,1015.5,50.7,49.4,320,1.2,3,10
2022-09-07T10:00:00,17.8,17.8,10.1,60.66,0,0,,0,0,27.4,12.8,105,1015.1,100,47.7,448,1.6,4,10
2022-09-07T11:00:00,20.3,20.3,11.4,56.88,0,0,,0,0,28.8,11.1,91,1014.9,98.4,50,575,2.1,6,10
2022-09-07T12:00:00,22.1,22.1,12.5,54.26,0,0,,0,0,28.8,13.1,111,1014.5,87.3,50,559,2,6,10
2022-09-07T13:00:00,22.9,22.9,13.6,55.61,0,0,,0,0,29.2,10.5,123,1014.2,89.7,50,257,0.9,3,10
2022-09-07T14:00:00,24,24,14.2,54.4,0,0,,0,0,29.2,14.1,113,1014,83.2,48.9,360,1.3,4,10
2022-09-07T15:00:00,24,24,14.5,55.55,0,0,,0,0,27.4,11.4,123,1013.5,83,48.6,230,0.8,2,10
2022-09-07T16:00:00,24.4,24.4,14.9,55.49,0,0,,0,0,26.6,11.8,92,1013.2,58.8,45,151,0.5,2,10
2022-09-07T17:00:00,24.7,24.7,14.8,54.24,0,0,,0,0,27.4,11.7,94,1012.9,40.4,40.3,176,0.6,2,10
2022-09-07T18:00:00,25,25,14.8,53.21,0,0,,0,0,27,13.8,91,1012.7,20.8,44.9,62,0.2,1,10
2022-09-07T19:00:00,23.5,23.5,14.5,56.74,0,0,rain,0,0,25.9,11.8,73,1012.1,74.5,45,33,0.1,0,10
2022-09-07T20:00:00,21.4,21.4,13.8,61.65,0.27,100,rain,0,0,20.2,16,126,1012.3,100,49.3,7,0,0,3
2022-09-07T21:00:00,19.9,19.9,14.6,71.26,0,0,rain,0,0,19.4,11,90,1012.9,100,50,0,,0,3
2022-09-07T22:00:00,20,20,14.5,70.56,0,0,,0,0,19.1,13.2,98,1012.7,100,50,0,,0,10
2022-09-07T23:00:00,19.3,19.3,13.5,69.1,0,0,,0,0,22,15.3,92,1012.1,13,49.8,0,,0,3
2022-09-08T00:00:00,18.6,18.6,12.3,66.84,0,0,,0,0,21.2,13.8,85,1012,92.7,45,0,,0,10
2022-09-08T01:00:00,18,18,11.3,65.06,0,0,,0,0,24.1,14.7,97,1012,100,45,0,,0,10
2022-09-08T02:00:00,16,16,12,77.15,0,0,,0,0,24.1,14.8,60,1011,86.5,10,0,,0,10
2022-09-08T03:00:00,15,15,11,76.99,0,0,,0,0,19.8,13,70,1011,73.2,10,0,,0,10
2022-09-08T04:00:00,15,15,11,76.99,0,0,,0,0,20.5,9.4,50,1011,100,10,0,,0,10
2022-09-08T05:00:00,15,15,10,72.03,0,0,,0,0,20.5,9,88.6,1010,87.3,10,0,,0,10
2022-09-08T06:00:00,14,14,9,71.84,0,0,,0,0,24.1,13,70,1010,63.1,10,0,,0,10
2022-09-08T07:00:00,14,14,9,71.84,0,0,,0,0,24.1,14.8,70,1010,100,10,30,0.1,0,10
2022-09-08T08:00:00,15,15,9,67.35,0,0,,0,0,23,16.6,70,1010,100,10,65,0.2,1,10
2022-09-08T09:00:00,15,15,10,72.03,0,0,,0,0,25.6,16.6,60,1010,100,10,111,0.4,1,10
2022-09-08T10:00:00,16,16,10,67.55,0.8,100,rain,0,0,27.4,13,90,1010,99.2,10,176,0.6,2,10
2022-09-08T11:00:00,17,17,11,67.76,2.1,100,rain,0,0,29.2,9.4,70,1009,100,10,142,0.5,1,10
2022-09-08T12:00:00,18,18,12,67.96,1.7,100,rain,0,0,26.3,13,70,1008,100,10,39,0.1,0,10
2022-09-08T13:00:00,16,16,14,87.92,1.3,100,rain,0,0,22.7,7.6,260,1009,88,10,98,0.4,1,10
2022-09-08T14:00:00,16,16,15,93.79,2.6,100,rain,0,0,23,7.6,40,1009,25,10,142,0.5,1,10
2022-09-08T15:00:00,17,17,16,93.84,0,0,rain,0,0,34.2,11.2,80,1008,25,10,227,0.8,2,10
2022-09-08T16:00:00,17,17,16,93.84,4.6,100,rain,0,0,34.6,9.4,100,1008,88,8,37,0.1,0,10
2022-09-08T17:00:00,17,17,16,93.84,0.5,100,rain,0,0,32.8,9.7,180.8,1008,88,4,21,0.1,0,10
2022-09-08T18:00:00,17,17,17,100,0.2,100,rain,0,0,29.5,9.4,150,1007,88,7,65,0.2,1,10
2022-09-08T19:00:00,18,18,17,93.88,0.3,100,rain,0,0,28.8,18.4,220,1008,25,10,32,0.1,0,10
2022-09-08T20:00:00,17,17,16,93.84,0,0,,0,0,26.3,10.4,240.1,1008,25,10,18,0.1,0,10
2022-09-08T21:00:00,17,17,16,93.84,0,0,,0,0,24.8,14.8,240,1008,25,10,0,,0,10
2022-09-08T22:00:00,17,17,15,88.01,0,0,,0,0,24.5,14.8,230,1009,50,10,0,,0,10
2022-09-08T23:00:00,16,16,15,93.79,0,0,,0,0,24.1,13,230,1009,25,10,0,,0,10
2022-09-09T00:00:00,16,16,15,93.79,0,0,,0,0,24.8,14.8,220,1010,52.9,10,0,,0,3
2022-09-09T01:00:00,14,14,14,100,0,0,,0,0,16.2,5.4,170,1010,29.9,10,0,,0,3
2022-09-09T02:00:00,14,14,14,100,0,0,,0,0,13.3,5.4,170,1010,25.9,1,0,,0,10
2022-09-09T03:00:00,13,13,13,100,0,0,,0,0,12.6,9.4,170,1010,24.5,10,0,,0,10
2022-09-09T04:00:00,13,13,13,100,0,0,,0,0,13.3,7.6,170,1010,27,10,0,,0,10
2022-09-09T05:00:00,13,13,12,93.65,0,0,,0,0,13.3,6.1,187.2,1010,24,10,0,,0,10
2022-09-09T06:00:00,13,13,12,93.65,0,0,,0,0,13.3,11.2,210,1011,20.9,10,0,,0,10
2022-09-09T07:00:00,13,13,12,93.65,0,0,,0,0,14,9.4,190,1011,70,10,27,0.1,0,10
2022-09-09T08:00:00,14,14,13,93.7,0,0,,0,0,15.5,9.4,180,1011,99.8,10,115,0.4,1,10
2022-09-09T09:00:00,16,16,13,82.38,0,0,,0,0,17.6,13,210,1011,100,10,188,0.7,2,10
2022-09-09T10:00:00,18,18,14,77.46,0,0,,0,0,20.5,9.4,190,1011,90.7,10,326,1.2,3,10
2022-09-09T11:00:00,19.1,19.1,13.2,68.63,0,0,,0,0,25.6,10.1,204.1,1012,88.5,24.1,460,1.7,5,10
2022-09-09T12:00:00,20.1,20.1,13.4,65.35,0,23.8,,0,0,26.6,10.4,216.3,1012,99.8,24.1,532,1.9,5,10
2022-09-09T13:00:00,20.2,20.2,13.8,66.66,0.4,23.8,rain,0,0,34.6,10.8,214.9,1012,100,24.1,652,2.3,7,10
2022-09-09T14:00:00,20.7,20.7,13.7,64.21,0.2,23.8,rain,0,0,34.6,10.4,211.2,1012,100,24.1,654,2.4,7,10
2022-09-09T15:00:00,21.1,21.1,13.8,63.06,0.1,76.2,rain,0,0,35.3,9.4,219.9,1011,100,24.1,472,1.7,5,10
2022-09-09T16:00:00,20,20,14.3,69.71,0.5,76.2,rain,0,0,36.7,10.8,198,1011,100,24.1,192,0.7,2,10
2022-09-09T17:00:00,20.6,20.6,13.7,64.61,0,76.2,rain,0,0,27.4,8.3,186.6,1011,99.9,24.1,84,0.3,1,10
2022-09-09T18:00:00,20,20,13.6,66.61,0.4,76.2,rain,0,0,25.9,7.2,166.4,1011,100,24.1,35,0.1,0,10
2022-09-09T19:00:00,19.6,19.6,14.3,71.46,0,76.2,rain,0,0,19.1,7.6,151.3,1012,99.2,24.1,7,0,0,10
2022-09-09T20:00:00,18.4,18.4,14.9,80.06,0,76.2,rain,0,0,17.6,5.8,151.1,1012,27.4,22.3,5,0,0,10
2022-09-09T21:00:00,17.3,17.3,14.7,84.7,0,57.1,rain,0,0,13.7,6.1,163.2,1012,26.9,24.1,0,,0,10
2022-09-09T22:00:00,16.5,16.5,14.5,87.97,0,57.1,rain,0,0,16.9,7.6,162.2,1012,70.7,24.1,0,,0,10
2022-09-09T23:00:00,15.9,15.9,14.4,90.81,0,57.1,rain,0,0,16.9,6.5,156.9,1012,48.7,24.1,0,,0,10
